accident_severity,special_conditions_at_site,pedestrian_movement,road_surface_conditions,light_conditions,weather_conditions,age_of_vehicle,sex_of_driver,age_of_driver,junction_location,junction_detail,junction_control,did_police_officer_attend_scene_of_accident,day_of_week
83518,1,0.0,0.0,2.0,4,1,2.302585092994046,1.0,3.258096538021482,1.0,3.0,4.0,1.0,7
83519,1,0.0,0.0,2.0,4,1,2.302585092994046,1.0,3.258096538021482,1.0,3.0,4.0,1.0,7
65058,1,0.0,0.0,1.0,4,1,2.4849066497880004,2.0,3.9889840465642745,1.0,6.0,4.0,1.0,6
65057,1,0.0,0.0,1.0,4,1,2.4849066497880004,2.0,3.9889840465642745,1.0,6.0,4.0,1.0,6
142655,1,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,4.007333185232471,8.0,8.0,4.0,1.0,1
69888,1,0.0,1.0,1.0,4,1,2.6390573296152584,1.0,3.258096538021482,8.0,3.0,2.0,1.0,6
224941,1,0.0,2.0,2.0,4,1,2.70805020110221,1.0,3.8501476017100584,1.0,3.0,4.0,1.0,6
75770,1,0.0,0.0,2.0,4,1,2.772588722239781,1.0,4.060443010546419,8.0,7.0,4.0,1.0,5
87835,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,4.127134385045092,8.0,6.0,4.0,1.0,5
252972,1,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,3.4011973816621555,2.0,3.0,4.0,1.0,5
185596,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.332204510175204,8.0,3.0,4.0,1.0,6
92026,1,0.0,0.0,1.0,4,1,3.295836866004329,1.0,3.6635616461296463,8.0,6.0,4.0,1.0,2
220197,1,0.0,0.0,1.0,1,1,2.3978952727983707,2.0,4.31748811353631,1.0,3.0,4.0,1.0,4
87776,1,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.8501476017100584,1.0,3.0,4.0,1.0,7
224981,1,0.0,0.0,1.0,1,1,2.9444389791664403,1.0,3.9318256327243257,1.0,8.0,4.0,1.0,3
218806,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,4.02535169073515,1.0,8.0,4.0,1.0,1
254127,1,0.0,0.0,1.0,1,1,2.70805020110221,1.0,4.553876891600541,1.0,3.0,4.0,1.0,1
243019,1,0.0,0.0,2.0,1,1,0.6931471805599453,1.0,4.574710978503383,2.0,1.0,4.0,1.0,7
242992,1,0.0,3.0,1.0,1,1,1.9459101490553132,1.0,4.430816798843313,3.0,1.0,4.0,1.0,1
120640,1,0.0,0.0,1.0,6,1,1.791759469228055,2.0,3.332204510175204,2.0,3.0,4.0,1.0,7
120641,1,0.0,0.0,1.0,6,1,2.9444389791664403,1.0,3.295836866004329,1.0,3.0,4.0,1.0,7
120642,1,0.0,0.0,1.0,6,1,2.9444389791664403,1.0,3.295836866004329,1.0,3.0,4.0,1.0,7
120643,1,0.0,0.0,1.0,6,1,2.9444389791664403,1.0,3.295836866004329,1.0,3.0,4.0,1.0,7
92025,1,0.0,0.0,1.0,4,1,3.295836866004329,1.0,3.6635616461296463,8.0,6.0,4.0,1.0,2
125535,1,0.0,0.0,1.0,4,1,2.70805020110221,1.0,3.1354942159291497,8.0,3.0,4.0,1.0,3
218804,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.6109179126442243,5.0,8.0,4.0,1.0,1
284535,1,0.0,0.0,4.0,6,8,1.9459101490553132,1.0,3.9318256327243257,8.0,9.0,4.0,1.0,1
76349,1,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,4.07753744390572,2.0,3.0,4.0,1.0,4
76350,1,0.0,1.0,1.0,1,1,2.0794415416798357,1.0,4.07753744390572,2.0,3.0,4.0,1.0,4
175408,1,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.127134385045092,8.0,3.0,4.0,1.0,3
76396,1,0.0,0.0,2.0,4,2,1.9459101490553132,1.0,2.833213344056216,8.0,3.0,4.0,1.0,6
218805,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.6109179126442243,5.0,8.0,4.0,1.0,1
175407,1,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,3.7612001156935624,6.0,3.0,4.0,1.0,3
87665,1,0.0,9.0,1.0,6,1,2.5649493574615367,2.0,2.9444389791664403,2.0,6.0,4.0,1.0,4
224925,1,0.0,0.0,2.0,4,1,2.3978952727983707,1.0,4.04305126783455,8.0,6.0,4.0,1.0,7
76485,1,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,4.442651256490317,5.0,3.0,4.0,1.0,1
232350,1,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.091042453358316,8.0,6.0,4.0,1.0,1
53586,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.8918202981106265,8.0,6.0,4.0,1.0,3
244341,1,0.0,0.0,1.0,6,1,2.6390573296152584,1.0,3.044522437723423,1.0,9.0,4.0,1.0,1
172732,1,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,3.58351893845611,8.0,3.0,4.0,1.0,3
244342,1,0.0,0.0,1.0,6,1,2.6390573296152584,1.0,3.044522437723423,1.0,9.0,4.0,1.0,1
244343,1,0.0,0.0,1.0,6,1,2.6390573296152584,1.0,3.044522437723423,1.0,9.0,4.0,1.0,1
244350,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.332204510175204,8.0,3.0,4.0,1.0,7
252698,1,0.0,0.0,1.0,4,1,2.302585092994046,1.0,3.4339872044851463,1.0,1.0,4.0,1.0,1
100849,1,0.0,0.0,1.0,1,9,2.995732273553991,1.0,4.060443010546419,8.0,3.0,4.0,1.0,2
70039,1,0.0,3.0,1.0,1,1,0.6931471805599453,1.0,3.828641396489095,8.0,3.0,2.0,1.0,6
135416,1,0.0,0.0,1.0,1,4,2.302585092994046,1.0,4.406719247264253,8.0,6.0,4.0,1.0,3
135417,1,0.0,0.0,1.0,1,4,2.302585092994046,1.0,4.406719247264253,8.0,6.0,4.0,1.0,3
87985,1,0.0,2.0,1.0,1,1,1.9459101490553132,1.0,4.406719247264253,1.0,3.0,2.0,1.0,4
142969,1,0.0,0.0,1.0,1,1,2.70805020110221,1.0,3.4339872044851463,2.0,3.0,4.0,2.0,1
193635,1,0.0,0.0,2.0,1,1,2.1972245773362196,1.0,4.060443010546419,1.0,3.0,4.0,1.0,6
155959,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,4.356708826689592,6.0,3.0,4.0,1.0,4
126693,1,0.0,0.0,2.0,6,2,1.3862943611198906,1.0,3.7612001156935624,1.0,6.0,3.0,1.0,6
126692,1,0.0,0.0,2.0,6,2,1.3862943611198906,1.0,3.7612001156935624,1.0,6.0,3.0,1.0,6
177829,1,0.0,9.0,1.0,1,1,1.9459101490553132,2.0,4.48863636973214,8.0,3.0,4.0,1.0,3
76486,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.7612001156935624,8.0,3.0,4.0,1.0,1
76487,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.7612001156935624,8.0,3.0,4.0,1.0,1
76488,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.7612001156935624,8.0,3.0,4.0,1.0,1
76489,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.7612001156935624,8.0,3.0,4.0,1.0,1
53352,1,0.0,0.0,2.0,6,1,1.6094379124341003,1.0,3.9889840465642745,8.0,3.0,4.0,1.0,6
76490,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.7612001156935624,8.0,3.0,4.0,1.0,1
214950,1,7.0,0.0,2.0,6,1,2.70805020110221,1.0,2.9444389791664403,2.0,9.0,4.0,1.0,4
76484,1,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,4.442651256490317,5.0,3.0,4.0,1.0,1
222442,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.9512437185814275,8.0,3.0,4.0,1.0,1
76515,1,0.0,0.0,1.0,6,1,2.8903717578961645,1.0,4.418840607796598,5.0,3.0,4.0,1.0,3
76516,1,0.0,0.0,1.0,6,1,2.772588722239781,1.0,3.4657359027997265,8.0,3.0,4.0,1.0,3
96703,1,0.0,3.0,2.0,1,1,3.1780538303479458,1.0,4.2626798770413155,1.0,7.0,2.0,1.0,2
100424,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,3.7612001156935624,8.0,3.0,4.0,1.0,2
53351,1,0.0,0.0,2.0,6,1,1.3862943611198906,1.0,4.02535169073515,8.0,3.0,4.0,1.0,6
126690,1,0.0,0.0,2.0,6,2,2.3978952727983707,2.0,3.5263605246161616,6.0,6.0,3.0,1.0,6
177828,1,0.0,9.0,1.0,1,1,1.9459101490553132,2.0,4.48863636973214,8.0,3.0,4.0,1.0,3
172731,1,0.0,0.0,1.0,1,1,1.791759469228055,2.0,3.784189633918261,8.0,3.0,4.0,1.0,3
193634,1,0.0,0.0,2.0,1,1,2.302585092994046,2.0,4.3694478524670215,1.0,3.0,4.0,1.0,6
65253,1,0.0,0.0,1.0,4,1,0.6931471805599453,1.0,2.8903717578961645,8.0,7.0,2.0,1.0,1
155724,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,3.5263605246161616,8.0,8.0,4.0,1.0,7
92355,1,0.0,9.0,2.0,4,2,1.9459101490553132,1.0,3.784189633918261,1.0,6.0,2.0,1.0,7
105964,1,0.0,1.0,1.0,4,1,0.6931471805599453,1.0,3.4657359027997265,8.0,3.0,4.0,1.0,6
105965,1,0.0,1.0,1.0,4,1,0.6931471805599453,1.0,3.4657359027997265,8.0,3.0,4.0,1.0,6
103911,1,0.0,1.0,3.0,4,3,2.70805020110221,1.0,3.091042453358316,2.0,3.0,4.0,1.0,4
105983,1,0.0,0.0,1.0,4,1,2.4849066497880004,1.0,3.091042453358316,1.0,3.0,4.0,1.0,7
120421,1,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.356708826689592,1.0,3.0,4.0,1.0,7
163652,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,4.110873864173311,8.0,9.0,4.0,1.0,2
120422,1,0.0,9.0,1.0,1,1,2.4849066497880004,1.0,4.356708826689592,1.0,3.0,4.0,1.0,7
120423,1,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.356708826689592,1.0,3.0,4.0,1.0,7
51673,1,0.0,1.0,2.0,1,3,2.70805020110221,2.0,3.258096538021482,1.0,6.0,4.0,1.0,2
194279,1,0.0,0.0,1.0,1,1,2.70805020110221,1.0,3.1354942159291497,5.0,3.0,2.0,1.0,2
194280,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.4965075614664802,5.0,3.0,2.0,1.0,2
194281,1,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,4.1588830833596715,8.0,3.0,2.0,1.0,2
120445,1,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,3.4657359027997265,8.0,3.0,4.0,1.0,1
120446,1,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,3.4657359027997265,8.0,3.0,4.0,1.0,1
243559,1,0.0,0.0,1.0,1,1,2.70805020110221,1.0,3.332204510175204,1.0,3.0,4.0,1.0,7
215502,1,0.0,0.0,2.0,4,1,1.3862943611198906,2.0,4.219507705176107,4.0,1.0,4.0,1.0,6
215503,1,0.0,0.0,2.0,4,1,1.3862943611198906,2.0,4.219507705176107,4.0,1.0,4.0,1.0,6
113750,1,0.0,1.0,2.0,4,2,2.1972245773362196,1.0,3.1354942159291497,2.0,3.0,2.0,1.0,5
243451,1,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,4.290459441148391,8.0,1.0,4.0,1.0,6
253640,1,0.0,8.0,1.0,1,1,0.6931471805599453,2.0,3.1780538303479458,2.0,3.0,4.0,1.0,7
285248,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.8918202981106265,1.0,5.0,4.0,1.0,1
285247,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.8918202981106265,1.0,5.0,4.0,1.0,1
285246,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.8918202981106265,1.0,5.0,4.0,1.0,1
285245,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.8918202981106265,1.0,5.0,4.0,1.0,1
285244,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.8918202981106265,1.0,5.0,4.0,1.0,1
60660,1,0.0,1.0,1.0,1,1,2.772588722239781,1.0,4.02535169073515,8.0,9.0,4.0,1.0,4
105854,1,0.0,1.0,2.0,4,2,2.302585092994046,1.0,3.4339872044851463,2.0,3.0,4.0,1.0,7
87541,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.8501476017100584,1.0,8.0,4.0,1.0,1
253594,1,0.0,0.0,2.0,1,1,2.302585092994046,2.0,4.584967478670572,1.0,3.0,4.0,1.0,3
253592,1,0.0,0.0,2.0,1,1,1.0986122886681098,1.0,3.4657359027997265,1.0,3.0,4.0,1.0,3
120199,1,0.0,3.0,1.0,4,1,0.6931471805599453,1.0,3.4965075614664802,1.0,3.0,2.0,1.0,2
253813,1,0.0,0.0,1.0,1,1,2.1972245773362196,2.0,4.3694478524670215,1.0,3.0,4.0,1.0,4
253814,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.970291913552122,2.0,3.0,4.0,1.0,4
253815,1,0.0,0.0,1.0,1,1,2.4849066497880004,2.0,3.4965075614664802,1.0,3.0,4.0,1.0,4
87540,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.8501476017100584,1.0,8.0,4.0,1.0,1
65254,1,0.0,0.0,1.0,4,1,2.1972245773362196,1.0,3.2188758248682006,8.0,7.0,2.0,1.0,1
92476,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.258096538021482,8.0,3.0,4.0,1.0,4
194309,1,0.0,9.0,1.0,4,1,2.4849066497880004,1.0,3.5263605246161616,3.0,1.0,4.0,1.0,7
377,1,0.0,0.0,2.0,1,1,2.70805020110221,2.0,4.174387269895637,6.0,3.0,4.0,1.0,3
378,1,0.0,0.0,2.0,1,1,2.70805020110221,2.0,4.174387269895637,6.0,3.0,4.0,1.0,3
379,1,0.0,0.0,2.0,1,1,1.0986122886681098,1.0,3.970291913552122,8.0,3.0,4.0,1.0,3
134896,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,4.174387269895637,8.0,9.0,4.0,1.0,6
83080,1,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,3.9889840465642745,8.0,6.0,4.0,1.0,6
83079,1,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,3.9889840465642745,8.0,6.0,4.0,1.0,6
83078,1,0.0,0.0,2.0,1,2,1.6094379124341003,1.0,3.784189633918261,8.0,6.0,4.0,1.0,6
83077,1,0.0,0.0,2.0,1,2,1.6094379124341003,1.0,3.784189633918261,8.0,6.0,4.0,1.0,6
83076,1,0.0,0.0,2.0,1,2,1.6094379124341003,1.0,3.784189633918261,8.0,6.0,4.0,1.0,6
83075,1,0.0,0.0,2.0,1,2,1.6094379124341003,1.0,3.784189633918261,8.0,6.0,4.0,1.0,6
284718,1,0.0,9.0,2.0,4,5,2.302585092994046,2.0,4.204692619390966,2.0,6.0,4.0,1.0,1
275200,1,0.0,1.0,1.0,1,1,2.302585092994046,1.0,3.9512437185814275,8.0,3.0,2.0,1.0,4
155719,1,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.454347296253507,6.0,8.0,4.0,1.0,7
284703,1,2.0,0.0,2.0,5,2,2.3978952727983707,1.0,4.2626798770413155,1.0,2.0,3.0,1.0,4
65255,1,0.0,0.0,1.0,4,1,2.1972245773362196,1.0,3.2188758248682006,8.0,7.0,2.0,1.0,1
284761,1,0.0,0.0,1.0,1,1,3.332204510175204,1.0,4.060443010546419,8.0,3.0,4.0,1.0,1
83081,1,0.0,0.0,2.0,1,2,2.3978952727983707,1.0,3.9889840465642745,8.0,6.0,4.0,1.0,6
134895,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,4.174387269895637,6.0,9.0,4.0,1.0,6
134894,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,4.174387269895637,6.0,9.0,4.0,1.0,6
194310,1,0.0,9.0,1.0,4,1,2.4849066497880004,1.0,3.5263605246161616,3.0,1.0,4.0,1.0,7
232553,1,0.0,0.0,1.0,1,1,2.5649493574615367,2.0,3.871201010907891,1.0,8.0,4.0,1.0,1
232940,1,0.0,0.0,1.0,1,1,2.0794415416798357,2.0,4.189654742026425,8.0,8.0,4.0,1.0,1
232941,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.4339872044851463,1.0,8.0,4.0,1.0,1
232552,1,0.0,0.0,1.0,1,1,2.5649493574615367,2.0,3.871201010907891,1.0,8.0,4.0,1.0,1
83109,1,0.0,3.0,1.0,1,1,2.4849066497880004,1.0,3.1354942159291497,6.0,3.0,4.0,1.0,4
181960,1,0.0,1.0,1.0,4,1,1.0986122886681098,1.0,4.127134385045092,2.0,3.0,4.0,1.0,6
232554,1,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.58351893845611,1.0,8.0,4.0,1.0,1
218801,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.6109179126442243,5.0,8.0,4.0,1.0,1
218802,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.6109179126442243,5.0,8.0,4.0,1.0,1
275106,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.970291913552122,2.0,5.0,4.0,1.0,5
275107,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.970291913552122,2.0,5.0,4.0,1.0,5
275108,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,3.258096538021482,1.0,5.0,4.0,1.0,5
92478,1,0.0,0.0,1.0,1,1,1.9459101490553132,2.0,3.8501476017100584,8.0,3.0,4.0,1.0,4
62314,2,0.0,0.0,1.0,4,1,2.3978952727983707,1.0,4.31748811353631,1.0,7.0,2.0,1.0,2
116238,2,0.0,0.0,1.0,1,1,2.302585092994046,1.0,4.110873864173311,1.0,6.0,2.0,1.0,6
229148,2,0.0,0.0,2.0,1,1,2.3978952727983707,1.0,4.189654742026425,2.0,3.0,4.0,1.0,3
61179,2,0.0,0.0,1.0,4,1,2.772588722239781,1.0,3.044522437723423,1.0,3.0,4.0,1.0,7
85759,2,0.0,0.0,1.0,1,1,2.4849066497880004,2.0,4.02535169073515,6.0,3.0,4.0,1.0,7
207112,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.258096538021482,8.0,3.0,4.0,1.0,4
85774,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.7376696182833684,8.0,6.0,4.0,1.0,7
116245,2,0.0,0.0,1.0,1,1,1.9459101490553132,2.0,3.7612001156935624,6.0,6.0,4.0,1.0,2
87328,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.5553480614894135,1.0,3.0,4.0,1.0,3
62263,2,0.0,1.0,2.0,4,1,1.9459101490553132,1.0,3.1780538303479458,8.0,3.0,2.0,1.0,6
116190,2,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.7376696182833684,2.0,6.0,2.0,1.0,4
85758,2,0.0,0.0,1.0,1,1,2.4849066497880004,2.0,2.9444389791664403,1.0,3.0,4.0,1.0,7
155236,2,0.0,0.0,1.0,4,1,0.6931471805599453,1.0,3.1354942159291497,8.0,8.0,4.0,1.0,6
116244,2,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,3.258096538021482,8.0,6.0,4.0,1.0,2
116185,2,4.0,0.0,1.0,1,1,2.8903717578961645,1.0,3.871201010907891,8.0,8.0,4.0,1.0,3
61178,2,0.0,0.0,1.0,4,1,2.772588722239781,1.0,3.044522437723423,1.0,3.0,4.0,1.0,7
24324,2,0.0,0.0,1.0,1,1,1.791759469228055,1.0,4.02535169073515,8.0,6.0,2.0,1.0,3
207113,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.258096538021482,8.0,3.0,4.0,1.0,4
244651,2,0.0,0.0,2.0,4,1,1.791759469228055,2.0,3.295836866004329,8.0,6.0,2.0,1.0,5
93971,2,0.0,0.0,2.0,1,1,2.4849066497880004,1.0,3.6109179126442243,8.0,3.0,4.0,1.0,2
85773,2,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.7376696182833684,8.0,6.0,4.0,1.0,7
207114,2,0.0,0.0,1.0,1,1,2.4849066497880004,2.0,3.9512437185814275,8.0,3.0,4.0,1.0,4
93972,2,0.0,0.0,2.0,1,1,2.302585092994046,2.0,2.995732273553991,8.0,3.0,4.0,1.0,2
246949,2,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.091042453358316,5.0,3.0,4.0,1.0,6
87329,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.5553480614894135,1.0,3.0,4.0,1.0,3
207078,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.4011973816621555,8.0,1.0,4.0,1.0,5
152793,2,0.0,3.0,1.0,4,1,2.4849066497880004,1.0,4.290459441148391,1.0,3.0,2.0,1.0,4
85767,2,0.0,0.0,1.0,1,1,2.0794415416798357,2.0,3.5553480614894135,8.0,3.0,4.0,1.0,7
116233,2,0.0,0.0,1.0,4,1,1.3862943611198906,1.0,3.1354942159291497,1.0,3.0,4.0,1.0,4
93973,2,0.0,0.0,2.0,1,1,2.302585092994046,2.0,2.995732273553991,8.0,3.0,4.0,1.0,2
182287,2,0.0,0.0,1.0,4,1,2.302585092994046,1.0,3.6375861597263857,7.0,5.0,4.0,1.0,7
207118,2,0.0,0.0,2.0,1,5,1.791759469228055,2.0,2.8903717578961645,1.0,3.0,4.0,2.0,6
116197,2,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,3.2188758248682006,8.0,3.0,4.0,1.0,4
175957,2,0.0,9.0,1.0,1,1,1.791759469228055,1.0,3.2188758248682006,2.0,3.0,4.0,1.0,5
243723,2,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.219507705176107,1.0,3.0,4.0,1.0,1
62322,2,0.0,0.0,1.0,4,1,1.9459101490553132,1.0,3.044522437723423,8.0,6.0,4.0,1.0,3
217908,2,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,3.58351893845611,8.0,3.0,4.0,1.0,2
244648,2,0.0,0.0,2.0,4,1,2.1972245773362196,2.0,4.219507705176107,6.0,6.0,2.0,1.0,5
93892,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.091042453358316,2.0,8.0,4.0,1.0,6
176220,2,0.0,0.0,2.0,1,1,3.044522437723423,1.0,2.9444389791664403,5.0,8.0,4.0,1.0,3
166940,2,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,3.7612001156935624,8.0,9.0,2.0,1.0,7
93882,2,0.0,1.0,1.0,1,1,1.9459101490553132,1.0,3.9889840465642745,1.0,3.0,4.0,1.0,6
175936,2,0.0,0.0,2.0,1,1,2.302585092994046,1.0,3.8066624897703196,1.0,2.0,4.0,1.0,7
114041,2,0.0,0.0,2.0,4,2,1.9459101490553132,2.0,2.995732273553991,8.0,3.0,4.0,1.0,6
94354,2,0.0,1.0,1.0,1,1,0.6931471805599453,2.0,3.1780538303479458,1.0,3.0,4.0,1.0,6
229092,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,4.0943445622221,2.0,3.0,4.0,1.0,1
152534,2,0.0,0.0,1.0,1,1,2.8903717578961645,1.0,3.970291913552122,1.0,3.0,4.0,1.0,7
217899,2,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.828641396489095,1.0,3.0,4.0,1.0,2
152533,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.143134726391533,1.0,3.0,4.0,1.0,7
60669,2,0.0,2.0,1.0,1,1,2.3978952727983707,1.0,2.995732273553991,1.0,3.0,2.0,1.0,6
208801,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.5553480614894135,8.0,3.0,4.0,1.0,4
244631,2,0.0,0.0,1.0,1,1,2.302585092994046,2.0,4.143134726391533,6.0,6.0,4.0,2.0,7
155290,2,0.0,0.0,1.0,1,1,2.70805020110221,2.0,3.4011973816621555,8.0,8.0,4.0,1.0,3
244630,2,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.02535169073515,8.0,6.0,4.0,2.0,7
152532,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.143134726391533,1.0,3.0,4.0,1.0,7
155291,2,0.0,0.0,1.0,1,1,2.70805020110221,2.0,3.4011973816621555,8.0,8.0,4.0,1.0,3
152531,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.143134726391533,1.0,3.0,4.0,1.0,7
103789,2,0.0,0.0,2.0,1,1,2.6390573296152584,1.0,3.8918202981106265,1.0,3.0,4.0,1.0,4
155292,2,0.0,0.0,1.0,1,1,2.70805020110221,2.0,3.4011973816621555,8.0,8.0,4.0,1.0,3
152530,2,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.143134726391533,1.0,3.0,4.0,1.0,7
116409,2,0.0,0.0,2.0,4,8,2.5649493574615367,1.0,4.007333185232471,2.0,3.0,4.0,1.0,3
62315,2,0.0,0.0,1.0,4,1,2.3978952727983707,1.0,4.31748811353631,1.0,7.0,2.0,1.0,2
116382,2,0.0,0.0,2.0,1,7,1.0986122886681098,1.0,3.7612001156935624,1.0,6.0,2.0,1.0,2
247177,2,0.0,5.0,1.0,1,1,2.1972245773362196,1.0,3.332204510175204,8.0,3.0,4.0,1.0,6
244650,2,0.0,0.0,2.0,4,1,2.1972245773362196,2.0,4.219507705176107,6.0,6.0,2.0,1.0,5
62323,2,0.0,0.0,1.0,4,1,1.9459101490553132,1.0,3.044522437723423,8.0,6.0,4.0,1.0,3
207057,2,0.0,0.0,2.0,4,1,2.302585092994046,1.0,3.044522437723423,1.0,3.0,4.0,1.0,4
247065,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.1354942159291497,8.0,3.0,4.0,1.0,3
207047,2,0.0,0.0,1.0,4,1,1.9459101490553132,2.0,4.060443010546419,1.0,1.0,4.0,1.0,4
207045,2,0.0,0.0,2.0,4,1,1.3862943611198906,1.0,4.07753744390572,8.0,3.0,4.0,1.0,4
87330,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.5553480614894135,1.0,3.0,4.0,1.0,3
24219,2,0.0,0.0,1.0,4,1,1.791759469228055,1.0,3.4965075614664802,8.0,8.0,4.0,1.0,1
87331,2,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.5553480614894135,1.0,3.0,4.0,1.0,3
244649,2,0.0,0.0,2.0,4,1,2.1972245773362196,2.0,4.219507705176107,6.0,6.0,2.0,1.0,5
152664,2,0.0,1.0,1.0,1,1,2.1972245773362196,1.0,4.143134726391533,1.0,3.0,4.0,1.0,5
62382,2,0.0,1.0,1.0,1,1,2.772588722239781,1.0,3.6888794541139363,5.0,3.0,4.0,1.0,7
103421,2,0.0,0.0,1.0,1,9,3.258096538021482,1.0,4.07753744390572,4.0,2.0,4.0,2.0,2
207030,2,0.0,0.0,1.0,4,1,2.3978952727983707,1.0,3.9889840465642745,1.0,3.0,4.0,1.0,3
103420,2,0.0,0.0,1.0,1,9,3.258096538021482,1.0,4.07753744390572,4.0,2.0,4.0,2.0,2
85715,2,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.367295829986474,8.0,3.0,4.0,1.0,4
152618,2,0.0,0.0,2.0,1,2,2.3978952727983707,2.0,3.1354942159291497,1.0,3.0,4.0,1.0,1
207010,2,0.0,0.0,2.0,1,1,1.0986122886681098,1.0,2.995732273553991,8.0,3.0,4.0,1.0,3
152610,2,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.970291913552122,1.0,1.0,4.0,1.0,1
