accident_severity,special_conditions_at_site,pedestrian_movement,road_surface_conditions,light_conditions,weather_conditions,age_of_vehicle,sex_of_driver,age_of_driver,junction_location,junction_detail,junction_control,did_police_officer_attend_scene_of_accident,day_of_week
66992,1,0.0,3.0,1.0,4,1,1.6094379124341003,1.0,3.332204510175204,1.0,3.0,4.0,1.0,6
118232,1,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.8066624897703196,8.0,6.0,4.0,1.0,4
159927,1,0.0,0.0,2.0,6,2,2.70805020110221,1.0,3.1780538303479458,8.0,3.0,4.0,1.0,3
159786,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,4.430816798843313,8.0,3.0,4.0,1.0,6
278678,1,0.0,0.0,4.0,1,4,1.3862943611198906,2.0,3.295836866004329,8.0,6.0,4.0,1.0,3
139499,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.7612001156935624,1.0,8.0,4.0,1.0,1
85579,1,0.0,0.0,1.0,1,1,2.1972245773362196,2.0,4.189654742026425,1.0,8.0,4.0,1.0,5
62449,1,0.0,0.0,2.0,4,1,1.0986122886681098,1.0,3.2188758248682006,8.0,6.0,4.0,1.0,4
62450,1,0.0,0.0,2.0,4,1,1.0986122886681098,1.0,3.2188758248682006,8.0,6.0,4.0,1.0,4
237588,1,0.0,3.0,1.0,1,1,1.3862943611198906,1.0,3.5263605246161616,1.0,6.0,2.0,1.0,7
85578,1,0.0,0.0,1.0,1,1,2.1972245773362196,2.0,4.189654742026425,1.0,8.0,4.0,1.0,5
85577,1,0.0,0.0,1.0,1,1,2.1972245773362196,2.0,4.189654742026425,1.0,8.0,4.0,1.0,5
152451,1,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,4.007333185232471,8.0,6.0,2.0,1.0,3
159929,1,0.0,0.0,1.0,7,1,2.833213344056216,1.0,4.3694478524670215,8.0,3.0,4.0,1.0,2
138279,1,0.0,0.0,2.0,1,7,3.1354942159291497,1.0,4.382026634673881,4.0,1.0,4.0,1.0,1
152450,1,0.0,0.0,1.0,1,1,2.5649493574615367,2.0,3.258096538021482,8.0,6.0,2.0,1.0,3
179824,1,0.0,1.0,1.0,1,1,2.302585092994046,1.0,3.9512437185814275,1.0,1.0,4.0,1.0,6
278744,1,0.0,3.0,1.0,4,1,2.1972245773362196,1.0,3.332204510175204,8.0,6.0,2.0,1.0,6
271342,1,0.0,0.0,1.0,1,4,3.2188758248682006,1.0,4.060443010546419,1.0,8.0,4.0,1.0,7
151347,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.454347296253507,8.0,3.0,4.0,1.0,4
151348,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.454347296253507,8.0,3.0,4.0,1.0,4
269989,1,0.0,9.0,3.0,1,1,1.9459101490553132,1.0,2.8903717578961645,6.0,8.0,4.0,1.0,1
151350,1,0.0,0.0,1.0,1,1,1.9459101490553132,2.0,3.332204510175204,1.0,3.0,4.0,1.0,4
94407,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,4.430816798843313,6.0,3.0,4.0,1.0,2
220861,1,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,3.6109179126442243,1.0,3.0,4.0,1.0,5
231265,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.4657359027997265,1.0,3.0,4.0,1.0,5
138280,1,0.0,0.0,2.0,1,7,3.1354942159291497,1.0,4.382026634673881,4.0,1.0,4.0,1.0,1
99849,1,0.0,3.0,1.0,1,1,2.3978952727983707,2.0,3.784189633918261,2.0,3.0,4.0,1.0,7
159932,1,0.0,0.0,1.0,6,1,1.9459101490553132,1.0,3.258096538021482,8.0,3.0,4.0,1.0,2
68196,1,0.0,3.0,1.0,1,1,3.258096538021482,1.0,3.4339872044851463,1.0,3.0,4.0,1.0,6
218186,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.970291913552122,1.0,3.0,4.0,1.0,6
73420,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,2.8903717578961645,8.0,6.0,4.0,1.0,1
145655,1,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.4011973816621555,2.0,3.0,4.0,1.0,2
151172,1,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,4.007333185232471,1.0,6.0,4.0,1.0,2
219622,1,0.0,0.0,1.0,6,1,2.833213344056216,1.0,3.8066624897703196,5.0,5.0,4.0,1.0,7
269598,1,0.0,1.0,1.0,1,1,1.6094379124341003,1.0,3.8918202981106265,1.0,3.0,2.0,1.0,5
138138,1,0.0,0.0,1.0,1,1,2.833213344056216,2.0,4.31748811353631,6.0,3.0,4.0,1.0,4
138139,1,0.0,0.0,1.0,1,1,2.833213344056216,2.0,4.31748811353631,6.0,3.0,4.0,1.0,4
138140,1,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,4.02535169073515,8.0,3.0,4.0,1.0,4
269599,1,0.0,1.0,1.0,1,1,1.6094379124341003,1.0,3.8918202981106265,1.0,3.0,2.0,1.0,5
117514,1,0.0,0.0,2.0,1,1,2.6390573296152584,1.0,3.871201010907891,2.0,3.0,4.0,1.0,7
159945,1,0.0,0.0,1.0,4,4,2.772588722239781,1.0,3.58351893845611,8.0,3.0,4.0,1.0,4
117513,1,0.0,0.0,2.0,1,1,2.6390573296152584,1.0,3.871201010907891,2.0,3.0,4.0,1.0,7
117511,1,0.0,5.0,2.0,1,1,0.6931471805599453,1.0,3.58351893845611,1.0,3.0,4.0,1.0,7
197234,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.23410650459726,1.0,5.0,4.0,1.0,4
151192,1,0.0,0.0,2.0,1,1,2.1972245773362196,1.0,4.382026634673881,8.0,3.0,4.0,1.0,4
219621,1,0.0,0.0,1.0,6,1,2.833213344056216,1.0,3.8066624897703196,5.0,5.0,4.0,1.0,7
197233,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.2188758248682006,1.0,5.0,4.0,1.0,4
197232,1,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.58351893845611,1.0,5.0,4.0,1.0,4
73332,1,0.0,4.0,2.0,1,2,2.6390573296152584,1.0,3.8501476017100584,8.0,1.0,4.0,1.0,2
271438,1,0.0,3.0,2.0,1,2,0.6931471805599453,1.0,3.9512437185814275,1.0,7.0,4.0,1.0,1
52704,1,0.0,1.0,1.0,1,1,1.6094379124341003,1.0,4.07753744390572,1.0,6.0,2.0,1.0,2
280198,1,0.0,0.0,2.0,1,5,1.3862943611198906,1.0,4.174387269895637,3.0,1.0,4.0,1.0,2
280197,1,0.0,0.0,2.0,1,5,1.3862943611198906,1.0,4.219507705176107,4.0,1.0,4.0,1.0,2
117512,1,0.0,0.0,2.0,1,1,2.6390573296152584,1.0,3.871201010907891,2.0,3.0,4.0,1.0,7
269484,1,0.0,0.0,2.0,1,2,1.9459101490553132,1.0,4.204692619390966,2.0,9.0,4.0,1.0,1
183866,1,0.0,3.0,1.0,1,1,2.302585092994046,2.0,3.1780538303479458,1.0,3.0,2.0,1.0,4
78008,1,0.0,1.0,1.0,1,1,2.5649493574615367,1.0,3.912023005428146,6.0,3.0,2.0,1.0,3
89923,1,0.0,0.0,2.0,4,1,2.302585092994046,1.0,3.1780538303479458,8.0,3.0,1.0,1.0,6
72920,1,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,4.02535169073515,1.0,3.0,4.0,1.0,5
89922,1,0.0,0.0,2.0,4,1,2.302585092994046,1.0,3.1780538303479458,8.0,3.0,1.0,1.0,6
110195,1,0.0,1.0,2.0,1,2,1.791759469228055,1.0,3.912023005428146,2.0,6.0,2.0,1.0,2
212065,1,0.0,1.0,2.0,1,2,1.0986122886681098,1.0,4.060443010546419,2.0,9.0,2.0,1.0,5
101454,1,0.0,1.0,2.0,4,1,2.6390573296152584,1.0,3.2188758248682006,1.0,3.0,4.0,1.0,7
179598,1,0.0,5.0,1.0,1,1,1.6094379124341003,2.0,4.143134726391533,1.0,8.0,4.0,1.0,2
179597,1,0.0,5.0,1.0,1,1,1.6094379124341003,2.0,4.143134726391533,1.0,8.0,4.0,1.0,2
104748,1,0.0,0.0,1.0,4,1,2.4849066497880004,1.0,3.1354942159291497,1.0,3.0,4.0,1.0,6
104747,1,0.0,0.0,1.0,4,1,2.4849066497880004,1.0,3.1354942159291497,1.0,3.0,4.0,1.0,6
101455,1,0.0,1.0,2.0,4,1,2.6390573296152584,1.0,3.2188758248682006,1.0,3.0,4.0,1.0,7
191344,1,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.51085950651685,8.0,6.0,4.0,1.0,6
58027,1,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.9889840465642745,8.0,3.0,4.0,1.0,5
151697,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.007333185232471,8.0,9.0,4.0,1.0,4
57884,1,0.0,0.0,1.0,6,1,2.5649493574615367,1.0,3.6635616461296463,1.0,8.0,4.0,1.0,2
57885,1,0.0,0.0,1.0,6,1,2.5649493574615367,1.0,3.6635616461296463,1.0,8.0,4.0,1.0,2
270543,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,4.060443010546419,5.0,3.0,4.0,1.0,1
191216,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,2.995732273553991,1.0,8.0,4.0,1.0,2
138936,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.4011973816621555,5.0,9.0,4.0,1.0,7
138935,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.2188758248682006,8.0,9.0,4.0,1.0,7
123567,1,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.091042453358316,1.0,3.0,4.0,1.0,6
123568,1,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.091042453358316,1.0,3.0,4.0,1.0,6
123569,1,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.091042453358316,1.0,3.0,4.0,1.0,6
123570,1,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.091042453358316,1.0,3.0,4.0,1.0,6
117049,1,0.0,0.0,1.0,4,1,2.6390573296152584,1.0,3.4657359027997265,4.0,1.0,2.0,1.0,5
187169,1,0.0,0.0,2.0,4,8,0.6931471805599453,1.0,3.9889840465642745,1.0,5.0,4.0,1.0,6
191345,1,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.51085950651685,8.0,6.0,4.0,1.0,6
191347,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,3.6375861597263857,1.0,6.0,4.0,1.0,6
101497,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,3.9512437185814275,8.0,3.0,4.0,1.0,2
101496,1,0.0,0.0,1.0,1,1,3.1780538303479458,1.0,4.330733340286331,6.0,3.0,4.0,1.0,2
278893,1,0.0,3.0,1.0,4,1,1.791759469228055,1.0,3.6888794541139363,1.0,3.0,2.0,1.0,4
117307,1,0.0,5.0,1.0,4,1,1.3862943611198906,1.0,3.7376696182833684,1.0,3.0,4.0,1.0,2
271117,1,0.0,1.0,2.0,1,1,1.3862943611198906,1.0,4.110873864173311,8.0,3.0,2.0,1.0,4
99822,1,0.0,1.0,2.0,1,2,2.4849066497880004,1.0,3.9512437185814275,2.0,3.0,4.0,1.0,5
223706,1,0.0,0.0,2.0,1,8,2.302585092994046,1.0,4.174387269895637,1.0,9.0,4.0,1.0,5
270222,1,0.0,0.0,2.0,4,1,2.70805020110221,1.0,3.1780538303479458,8.0,6.0,4.0,1.0,4
270223,1,0.0,0.0,2.0,4,1,2.70805020110221,1.0,3.1780538303479458,8.0,6.0,4.0,1.0,4
58175,1,0.0,9.0,2.0,4,1,0.6931471805599453,2.0,3.9318256327243257,8.0,3.0,4.0,1.0,3
223727,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,4.07753744390572,3.0,1.0,4.0,1.0,1
191346,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,3.6375861597263857,1.0,6.0,4.0,1.0,6
138546,1,0.0,0.0,1.0,6,1,3.044522437723423,1.0,3.5553480614894135,1.0,8.0,4.0,1.0,7
62688,1,0.0,1.0,2.0,1,2,2.5649493574615367,2.0,4.127134385045092,6.0,3.0,4.0,1.0,6
85316,1,0.0,1.0,1.0,1,1,2.4849066497880004,2.0,3.713572066704308,6.0,3.0,4.0,1.0,2
206274,1,0.0,0.0,2.0,1,7,1.3862943611198906,1.0,3.258096538021482,8.0,6.0,4.0,1.0,1
101452,1,0.0,1.0,2.0,4,1,2.6390573296152584,1.0,3.2188758248682006,1.0,3.0,4.0,1.0,7
101453,1,0.0,1.0,2.0,4,1,2.6390573296152584,1.0,3.2188758248682006,1.0,3.0,4.0,1.0,7
270947,1,0.0,3.0,2.0,6,1,1.9459101490553132,1.0,3.7612001156935624,1.0,3.0,4.0,1.0,5
54112,1,0.0,0.0,2.0,1,1,0.6931471805599453,1.0,4.143134726391533,8.0,3.0,4.0,1.0,4
270931,1,0.0,0.0,2.0,1,2,0.6931471805599453,1.0,4.110873864173311,4.0,1.0,4.0,1.0,7
270930,1,0.0,0.0,2.0,1,2,1.3862943611198906,1.0,3.9512437185814275,4.0,1.0,4.0,1.0,7
191349,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,3.6375861597263857,1.0,6.0,4.0,1.0,6
191348,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,3.6375861597263857,1.0,6.0,4.0,1.0,6
223728,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,4.07753744390572,3.0,1.0,4.0,1.0,1
231411,1,0.0,9.0,1.0,4,1,1.3862943611198906,1.0,3.828641396489095,1.0,6.0,4.0,1.0,4
207041,1,0.0,0.0,1.0,6,1,1.3862943611198906,1.0,3.4965075614664802,8.0,5.0,4.0,1.0,3
207042,1,0.0,0.0,1.0,6,1,1.9459101490553132,1.0,3.5553480614894135,8.0,5.0,4.0,1.0,3
81037,1,0.0,0.0,1.0,1,1,2.6390573296152584,1.0,3.6888794541139363,1.0,3.0,4.0,1.0,1
153326,1,0.0,0.0,1.0,1,1,3.332204510175204,1.0,3.7612001156935624,1.0,3.0,4.0,1.0,2
140282,1,0.0,9.0,1.0,1,1,1.6094379124341003,1.0,3.871201010907891,8.0,3.0,4.0,1.0,4
153325,1,0.0,0.0,1.0,1,1,1.0986122886681098,1.0,3.828641396489095,5.0,3.0,4.0,1.0,2
97074,1,0.0,9.0,2.0,1,1,2.0794415416798357,1.0,4.04305126783455,8.0,3.0,4.0,1.0,7
153234,1,0.0,0.0,1.0,1,1,3.58351893845611,1.0,4.2626798770413155,8.0,3.0,4.0,1.0,1
146270,1,0.0,0.0,2.0,1,1,1.9459101490553132,1.0,3.258096538021482,1.0,3.0,4.0,1.0,1
146269,1,0.0,0.0,2.0,1,1,3.295836866004329,1.0,4.5217885770490405,6.0,3.0,4.0,1.0,1
226792,1,0.0,3.0,2.0,6,1,2.3978952727983707,1.0,3.258096538021482,1.0,3.0,4.0,1.0,7
246536,1,0.0,0.0,1.0,1,1,0.6931471805599453,2.0,3.784189633918261,8.0,3.0,2.0,1.0,4
71675,1,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.060443010546419,1.0,8.0,4.0,1.0,1
81036,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,4.04305126783455,8.0,3.0,4.0,1.0,1
168640,1,0.0,0.0,2.0,1,2,2.6390573296152584,2.0,3.091042453358316,6.0,3.0,4.0,1.0,2
168641,1,0.0,0.0,2.0,1,2,2.6390573296152584,2.0,3.091042453358316,6.0,3.0,4.0,1.0,2
168642,1,0.0,0.0,2.0,1,2,2.6390573296152584,2.0,3.091042453358316,6.0,3.0,4.0,1.0,2
257188,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.295836866004329,8.0,3.0,4.0,1.0,5
153146,1,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,4.04305126783455,8.0,9.0,4.0,1.0,1
68408,1,0.0,3.0,1.0,1,1,2.833213344056216,1.0,4.189654742026425,2.0,3.0,4.0,1.0,6
94276,1,0.0,0.0,1.0,1,1,2.833213344056216,1.0,4.174387269895637,8.0,3.0,4.0,1.0,5
99197,1,0.0,1.0,2.0,1,1,2.0794415416798357,1.0,3.8501476017100584,1.0,3.0,4.0,1.0,5
146175,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,4.060443010546419,8.0,8.0,4.0,1.0,6
146174,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,4.060443010546419,8.0,8.0,4.0,1.0,6
278002,1,0.0,1.0,1.0,1,1,2.3978952727983707,1.0,3.58351893845611,8.0,9.0,2.0,1.0,7
77527,1,0.0,1.0,1.0,1,1,0.6931471805599453,2.0,3.9318256327243257,6.0,3.0,4.0,1.0,4
223281,1,0.0,7.0,1.0,1,1,2.70805020110221,1.0,3.258096538021482,1.0,3.0,4.0,1.0,6
272088,1,0.0,0.0,2.0,1,1,0.6931471805599453,2.0,3.871201010907891,1.0,6.0,3.0,1.0,4
56899,1,0.0,0.0,1.0,1,1,1.0986122886681098,2.0,4.31748811353631,1.0,3.0,4.0,1.0,1
256834,1,0.0,3.0,1.0,4,1,2.70805020110221,1.0,3.258096538021482,2.0,6.0,2.0,1.0,7
173657,1,0.0,0.0,1.0,4,1,2.833213344056216,1.0,2.995732273553991,4.0,1.0,4.0,1.0,1
118231,1,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.8066624897703196,8.0,6.0,4.0,1.0,4
118230,1,0.0,0.0,1.0,1,1,1.6094379124341003,2.0,3.8066624897703196,8.0,6.0,4.0,1.0,4
118229,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.5553480614894135,8.0,6.0,4.0,1.0,4
122221,1,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,3.6635616461296463,1.0,6.0,4.0,1.0,5
173656,1,0.0,0.0,1.0,4,1,2.833213344056216,1.0,2.995732273553991,4.0,1.0,4.0,1.0,1
68651,1,0.0,9.0,1.0,4,1,2.302585092994046,1.0,3.4339872044851463,8.0,3.0,4.0,1.0,4
197775,1,0.0,1.0,2.0,1,2,1.9459101490553132,1.0,3.4965075614664802,1.0,6.0,2.0,1.0,5
74076,1,0.0,3.0,1.0,4,1,2.6390573296152584,1.0,3.7376696182833684,8.0,8.0,4.0,1.0,5
240261,1,0.0,0.0,1.0,6,1,2.3978952727983707,1.0,4.394449154672439,2.0,9.0,4.0,1.0,6
272384,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.6635616461296463,1.0,3.0,4.0,1.0,1
111829,1,0.0,3.0,2.0,4,1,2.6390573296152584,1.0,3.912023005428146,1.0,3.0,4.0,1.0,6
2875,1,0.0,3.0,1.0,1,1,1.3862943611198906,1.0,3.6635616461296463,3.0,1.0,4.0,1.0,7
182878,1,0.0,0.0,1.0,1,1,2.772588722239781,1.0,3.828641396489095,1.0,1.0,4.0,1.0,4
180868,1,0.0,3.0,2.0,4,8,1.791759469228055,1.0,2.9444389791664403,3.0,1.0,4.0,2.0,7
171697,1,0.0,0.0,1.0,1,1,2.3978952727983707,1.0,3.8501476017100584,2.0,3.0,4.0,1.0,5
250274,1,0.0,0.0,1.0,1,1,1.9459101490553132,2.0,3.9318256327243257,1.0,9.0,4.0,1.0,7
281242,1,0.0,4.0,2.0,4,2,2.302585092994046,1.0,3.367295829986474,1.0,3.0,4.0,1.0,4
250273,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.295836866004329,1.0,9.0,4.0,1.0,7
250264,1,0.0,0.0,2.0,1,1,2.0794415416798357,1.0,3.295836866004329,1.0,3.0,4.0,1.0,1
140324,1,0.0,3.0,2.0,4,1,2.3978952727983707,1.0,3.713572066704308,8.0,3.0,4.0,1.0,7
272321,1,0.0,0.0,1.0,1,1,2.70805020110221,1.0,4.204692619390966,8.0,3.0,4.0,1.0,5
272320,1,0.0,0.0,1.0,1,1,2.70805020110221,1.0,4.204692619390966,8.0,3.0,4.0,1.0,5
256833,1,0.0,0.0,1.0,4,1,2.70805020110221,1.0,3.258096538021482,2.0,6.0,2.0,1.0,7
182874,1,0.0,1.0,1.0,1,1,2.302585092994046,1.0,3.970291913552122,8.0,3.0,4.0,1.0,5
272087,1,0.0,0.0,2.0,1,1,0.6931471805599453,2.0,3.871201010907891,1.0,6.0,3.0,1.0,4
278025,1,0.0,1.0,1.0,1,1,1.9459101490553132,1.0,4.0943445622221,8.0,9.0,2.0,1.0,6
186637,1,0.0,0.0,1.0,4,1,2.833213344056216,1.0,3.091042453358316,4.0,1.0,4.0,1.0,7
150966,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,3.9512437185814275,3.0,1.0,4.0,1.0,5
169256,1,0.0,9.0,1.0,1,1,3.044522437723423,1.0,4.219507705176107,6.0,8.0,4.0,1.0,6
257627,1,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,4.430816798843313,8.0,3.0,4.0,1.0,4
236938,1,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.044522437723423,8.0,1.0,2.0,1.0,1
257628,1,0.0,0.0,1.0,1,1,2.5649493574615367,1.0,4.430816798843313,8.0,3.0,4.0,1.0,4
257629,1,0.0,0.0,1.0,1,1,2.1972245773362196,2.0,3.9318256327243257,8.0,3.0,4.0,1.0,4
117657,1,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.9318256327243257,8.0,3.0,2.0,1.0,3
249584,1,0.0,0.0,2.0,4,2,2.5649493574615367,1.0,3.6109179126442243,1.0,1.0,4.0,1.0,6
117656,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,4.060443010546419,5.0,3.0,2.0,1.0,3
280553,1,0.0,3.0,2.0,1,1,1.6094379124341003,1.0,3.7376696182833684,8.0,3.0,2.0,1.0,5
190590,1,0.0,0.0,1.0,6,1,2.4849066497880004,1.0,4.406719247264253,1.0,9.0,4.0,1.0,2
150965,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.8918202981106265,8.0,1.0,4.0,1.0,5
73616,1,0.0,0.0,1.0,4,1,2.8903717578961645,1.0,3.295836866004329,5.0,5.0,4.0,1.0,1
190606,1,0.0,0.0,1.0,6,1,2.1972245773362196,1.0,3.4011973816621555,8.0,6.0,4.0,1.0,5
62266,1,0.0,1.0,1.0,1,1,1.0986122886681098,1.0,3.970291913552122,1.0,6.0,2.0,1.0,4
190607,1,0.0,0.0,1.0,6,1,1.0986122886681098,1.0,3.258096538021482,8.0,6.0,4.0,1.0,5
77683,1,0.0,0.0,1.0,1,1,1.3862943611198906,1.0,3.2188758248682006,1.0,3.0,4.0,1.0,1
201128,1,0.0,1.0,2.0,1,1,1.0986122886681098,2.0,3.58351893845611,8.0,8.0,4.0,1.0,2
278489,1,0.0,3.0,1.0,1,1,2.70805020110221,1.0,4.290459441148391,1.0,7.0,2.0,1.0,2
131021,1,0.0,0.0,1.0,1,1,2.0794415416798357,1.0,3.8918202981106265,8.0,3.0,4.0,1.0,6
249378,1,0.0,0.0,1.0,1,1,1.3862943611198906,2.0,4.430816798843313,6.0,6.0,4.0,1.0,6
97574,1,0.0,9.0,2.0,4,7,1.3862943611198906,1.0,3.6375861597263857,1.0,6.0,4.0,1.0,1
207044,1,0.0,0.0,1.0,6,1,1.9459101490553132,1.0,3.8918202981106265,8.0,5.0,4.0,1.0,3
207043,1,0.0,0.0,1.0,6,1,1.9459101490553132,1.0,3.5553480614894135,8.0,5.0,4.0,1.0,3
67524,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,3.367295829986474,1.0,6.0,4.0,1.0,7
73664,1,0.0,0.0,1.0,4,1,1.6094379124341003,1.0,3.295836866004329,3.0,1.0,4.0,1.0,5
221318,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,3.828641396489095,2.0,3.0,4.0,1.0,7
103472,1,0.0,0.0,2.0,1,1,2.0794415416798357,2.0,3.4339872044851463,1.0,3.0,4.0,1.0,4
278026,1,0.0,1.0,1.0,1,1,1.9459101490553132,1.0,4.0943445622221,8.0,9.0,2.0,1.0,6
73757,1,0.0,0.0,2.0,1,2,1.9459101490553132,2.0,3.871201010907891,8.0,3.0,4.0,1.0,6
73756,1,0.0,0.0,2.0,1,2,2.0794415416798357,1.0,3.828641396489095,8.0,3.0,4.0,1.0,6
122656,1,0.0,9.0,1.0,1,1,2.4849066497880004,1.0,3.6375861597263857,6.0,8.0,4.0,1.0,2
249922,1,0.0,0.0,1.0,1,1,2.1972245773362196,1.0,4.276666119016055,8.0,2.0,4.0,1.0,4
178847,1,0.0,1.0,1.0,1,1,1.9459101490553132,2.0,3.8918202981106265,6.0,8.0,4.0,1.0,3
57061,1,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.258096538021482,2.0,3.0,4.0,1.0,2
57062,1,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.258096538021482,2.0,3.0,4.0,1.0,2
57063,1,0.0,0.0,1.0,1,1,2.833213344056216,1.0,3.258096538021482,2.0,3.0,4.0,1.0,2
150867,1,0.0,0.0,1.0,1,1,2.4849066497880004,1.0,4.127134385045092,8.0,3.0,4.0,1.0,2
137783,1,0.0,0.0,1.0,6,1,2.0794415416798357,2.0,2.9444389791664403,2.0,3.0,4.0,1.0,7
137784,1,0.0,0.0,1.0,6,1,1.0986122886681098,1.0,3.784189633918261,1.0,3.0,4.0,1.0,7
101706,1,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,4.219507705176107,1.0,3.0,4.0,1.0,4
68360,1,0.0,0.0,2.0,4,2,2.3978952727983707,1.0,3.1354942159291497,1.0,3.0,4.0,1.0,4
131255,1,0.0,1.0,1.0,1,1,0.6931471805599453,1.0,3.6888794541139363,1.0,3.0,4.0,1.0,5
101705,1,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,4.219507705176107,1.0,3.0,4.0,1.0,4
101704,1,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,4.219507705176107,1.0,3.0,4.0,1.0,4
58749,1,0.0,0.0,1.0,1,1,1.9459101490553132,1.0,3.091042453358316,8.0,8.0,4.0,1.0,1
101703,1,0.0,0.0,1.0,4,1,2.0794415416798357,1.0,4.219507705176107,1.0,3.0,4.0,1.0,4
73700,1,0.0,9.0,2.0,4,2,2.70805020110221,1.0,3.9889840465642745,2.0,3.0,4.0,1.0,2
271945,1,0.0,0.0,2.0,1,1,1.9459101490553132,1.0,4.189654742026425,1.0,3.0,4.0,1.0,4
116101,1,0.0,9.0,2.0,1,1,2.302585092994046,1.0,2.833213344056216,2.0,3.0,4.0,1.0,2
116102,1,0.0,9.0,2.0,1,1,2.302585092994046,1.0,2.833213344056216,2.0,3.0,4.0,1.0,2
165945,1,0.0,3.0,2.0,1,1,2.5649493574615367,1.0,4.110873864173311,2.0,3.0,4.0,1.0,6
180682,1,0.0,0.0,1.0,1,1,1.6094379124341003,1.0,3.8918202981106265,1.0,3.0,4.0,1.0,4
36109,1,0.0,3.0,1.0,4,1,2.0794415416798357,1.0,3.295836866004329,1.0,3.0,4.0,1.0,7
36110,1,0.0,3.0,1.0,4,1,1.6094379124341003,1.0,3.1354942159291497,1.0,3.0,4.0,1.0,1
175593,1,0.0,0.0,1.0,1,1,2.302585092994046,1.0,4.276666119016055,5.0,8.0,4.0,1.0,6
36115,1,0.0,1.0,1.0,1,1,1.9459101490553132,1.0,4.477336814478207,2.0,6.0,4.0,1.0,6
36112,1,0.0,0.0,1.0,4,1,2.5649493574615367,1.0,3.871201010907891,8.0,9.0,4.0,1.0,2
169983,1,0.0,0.0,1.0,1,1,0.6931471805599453,1.0,2.995732273553991,1.0,3.0,4.0,1.0,6
142654,1,0.0,0.0,1.0,1,1,1.791759469228055,1.0,3.8501476017100584,8.0,8.0,4.0,1.0,1
